path,event_uid,event_official_name,event_official_start_date,event_official_end_date,organizer_uid,venue_uid,is_series,total_legs,official_link
items/events/desert-circuit.json,circuit,Desert Circuit,2026-01-07,2026-03-15,desert,desert-international-horse-park-venue,y,10,https://deserthorsepark.com/events/
